,customerID,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,SeniorCitizen,tenure,MonthlyCharges,TotalCharges
2855,8922-NPKBJ,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No,0.0,42.0,19.35,867.3
2856,2740-TVLFN,Male,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,0.0,1.0,50.15,50.15
2857,7771-CFQRQ,Female,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),No,0.0,47.0,63.8,3007.25
2858,9512-PHSMG,Female,Yes,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,0.0,10.0,20.55,252.75
2859,6963-EZQEE,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,1.0,70.0,88.55,6306.5
2860,2452-KDRRH,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,1.0,67.0,101.4,6841.05
2861,2004-OCQXK,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,1.0,81.95,81.95
2862,5027-QPKTE,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,0.0,7.0,69.35,451.1
2863,4146-SVFUD,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,1.0,44.6,44.6
2864,1564-HJUVY,Male,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,0.0,4.0,63.75,226.2
2865,3617-XLSGQ,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),No,0.0,66.0,109.25,7082.5
2866,7517-LDMPS,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,0.0,12.0,84.6,1017.35
2867,7244-KXYZN,Female,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),No,0.0,24.0,20.45,527.35
2868,5226-NOZFC,Male,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,0.0,26.0,85.75,2146.5
2869,2672-HUYVI,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,6.0,91.1,455.3
2870,1400-WIVLL,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,0.0,57.0,107.95,5969.85
2871,7508-MYBOG,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,0.0,14.0,86.1,1235.55
2872,8148-NLEGT,Female,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,No,0.0,42.0,22.95,1014.25
2873,0148-DCDOS,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,0.0,25.0,94.7,2362.1
2874,8347-GDTMP,Female,Yes,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No,0.0,64.0,19.45,1225.65
2875,9992-RRAMN,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,22.0,85.1,1873.7
2876,6746-WAUWT,Male,No,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),No,0.0,19.0,19.7,386.5
2877,0310-MVLET,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,61.0,99.15,6010.05
2878,0428-IKYCP,Male,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,0.0,22.0,87.0,1850.65
2879,4550-VBOFE,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1.0,70.0,102.95,7101.5
2880,2187-PKZAY,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,0.0,12.0,79.95,1043.4
2881,4003-OCTMP,Female,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,No,0.0,31.0,64.0,1910.75
2882,6652-YFFJO,Female,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,0.0,11.0,64.9,716.1
2883,7225-IILWY,Male,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,No,0.0,68.0,25.75,1686.15
2884,5248-RPYWW,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,1.0,72.0,90.15,6716.45
2885,7923-IYJWY,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,1.0,67.0,116.1,7839.85
2886,3170-GWYKC,Female,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,0.0,60.0,104.95,6236.75
2887,5696-QURRL,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,0.0,1.0,45.05,45.05
2888,7409-KIUTL,Female,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1.0,1.0,71.0,71.0
2889,9830-ECLEN,Male,Yes,Yes,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,No,0.0,58.0,50.0,2919.85
2890,1732-VHUBQ,Female,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,1.0,47.0,70.55,3309.25
2891,0495-RVCBF,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,1.0,79.7,79.7
2892,2668-TZSPS,Male,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,1.0,20.45,20.45
2893,7854-EDSSA,Male,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,Yes,0.0,22.0,59.0,1254.7
2894,8869-TORSS,Female,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),Yes,0.0,48.0,60.35,2896.4
2895,7446-SFAOA,Female,Yes,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),No,0.0,37.0,19.85,717.5
2896,9522-ZSINC,Male,No,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,No,0.0,13.0,19.95,253.8
2897,8234-GSZYK,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,0.0,43.0,26.45,1110.05
2898,6505-OZNPG,Female,No,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No,0.0,6.0,63.4,348.8
2899,6164-HAQTX,Male,No,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,0.0,71.0,53.95,3888.65
2900,0679-IDSTG,Female,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1.0,1.0,69.25,69.25
2901,7765-LWVVH,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,No,0.0,72.0,95.1,6843.15
2902,1658-TJVOA,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,1.0,6.0,74.1,450.9
2903,0953-LGOVU,Male,Yes,Yes,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,No,0.0,12.0,35.5,432.25
2904,2115-BFTIW,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,0.0,25.0,70.95,1767.35
2905,4692-NNQRU,Female,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,No,0.0,21.0,79.2,1742.45
2906,7742-MYPGI,Female,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,0.0,6.0,48.8,297.35
2907,0611-DFXKO,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,0.0,20.0,89.0,1820.45
2908,7780-OTDSO,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,18.0,99.4,1742.95
2909,9619-GSATL,Female,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,No,0.0,43.0,55.45,2444.25
2910,5622-UEJFI,Female,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,0.0,35.0,25.4,949.8
2911,9747-DDZOS,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,0.0,1.0,73.5,73.5
2912,0674-DGMAQ,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,1.0,32.0,93.5,2970.8
2913,6203-HBZPA,Male,No,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,0.0,52.0,63.9,3334.95
2914,0484-FFVBJ,Male,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,0.0,32.0,64.85,2010.95
2915,0301-FIDRB,Female,Yes,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,0.0,72.0,63.8,4684.3
2916,4139-JPIAM,Male,No,No,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No,0.0,51.0,44.45,2181.55
2917,2181-TIDSV,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,0.0,68.0,19.95,1303.25
2918,2761-XECQW,Male,Yes,No,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,No,1.0,8.0,43.35,371.4
2919,1936-CZAKF,Male,Yes,No,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),No,0.0,49.0,49.65,2409.9
2920,9453-PATOS,Female,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,0.0,72.0,85.1,6155.4
2921,0564-JJHGS,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,9.0,95.5,829.1
2922,3348-CFRNX,Female,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,0.0,28.0,92.35,2602.9
2923,4402-FTBXC,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,No,0.0,54.0,89.8,4667.0
2924,1428-GTBJJ,Male,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,0.0,11.0,74.55,824.75
2925,2931-XIQBR,Female,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,No,0.0,50.0,103.05,5153.5
2926,0106-UGRDO,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,0.0,69.0,116.0,8182.85
2927,5542-TBBWB,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,0.0,1.0,69.9,69.9
2928,1930-QPBVZ,Male,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),No,0.0,68.0,95.1,6683.4
2929,2606-PKWJB,Male,No,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,No,0.0,40.0,40.25,1564.05
2930,5322-ZSMZY,Male,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,No,0.0,31.0,25.75,755.6
2931,8059-UDZFY,Female,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,1.0,33.0,105.35,3465.05
2932,7740-BTPUX,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,1.0,55.0,113.6,6292.7
2933,5220-AGAAX,Male,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,0.0,68.0,24.0,1664.3
2934,0208-BPQEJ,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,0.0,12.0,19.4,198.1
2935,9435-JMLSX,Male,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,0.0,71.0,86.1,6045.9
2936,3352-ALMCK,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,No,0.0,40.0,102.65,4108.15
2937,5312-IRCFR,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,No,0.0,64.0,92.85,5980.75
2938,5294-IMHHT,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),No,0.0,53.0,97.75,5043.2
2939,8802-UNOJF,Male,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Yes,1.0,12.0,83.8,1029.75
2940,6313-GIDIT,Male,No,No,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1.0,53.0,54.45,2854.55
2941,6176-YJWAS,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),No,0.0,72.0,97.95,7114.25
2942,5310-NOOVA,Male,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,No,0.0,46.0,19.95,907.05
2943,4526-EXKKN,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,No,0.0,40.0,24.6,973.95
2944,5311-IHLEI,Male,No,No,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,0.0,12.0,50.95,605.75
2945,3987-KQDDU,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No,0.0,9.0,75.6,661.55
2946,3404-JNXAX,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,No,0.0,51.0,80.75,4116.9
2947,5131-PONJI,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,0.0,49.0,90.4,4494.65
2948,2845-AFFTX,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1.0,41.0,99.8,4259.3
2949,3489-VSFRD,Female,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),No,0.0,56.0,60.25,3282.75
2950,3345-JHUEO,Male,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,0.0,4.0,20.2,55.7
2951,5815-HGGHV,Male,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,No,0.0,20.0,64.15,1274.45
2952,5260-UMPWX,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,0.0,26.0,20.25,493.95
2953,2249-YPRNG,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,0.0,20.0,105.85,2239.65
2954,7410-YTJIK,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,0.0,7.0,75.45,480.75
2955,4626-GYCZP,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,7.0,93.85,635.6
2956,5649-RXQTV,Male,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,0.0,51.0,99.0,5038.15
2957,2674-MIAHT,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No,0.0,4.0,80.3,324.2
2958,2576-HXMPA,Female,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,0.0,1.0,19.55,19.55
2959,7587-AOVVU,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,No,0.0,27.0,100.75,2793.55
2960,5590-BYNII,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,22.0,100.75,2095.0
2961,6898-MDLZW,Male,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,0.0,12.0,53.75,648.65
2962,3237-AJGEH,Female,Yes,Yes,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,Yes,0.0,3.0,31.0,95.05
2963,4707-YNOQA,Female,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),No,0.0,34.0,25.6,917.15
2964,9357-UJRUN,Male,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,No,0.0,24.0,58.35,1346.9
2965,1591-NFNLQ,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),Yes,0.0,51.0,80.0,4242.35
2966,8648-PFRMP,Female,No,No,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,1.0,14.0,46.35,672.7
2967,7663-CUXZB,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,0.0,59.0,113.75,6561.25
2968,0258-NOKBL,Male,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,No,0.0,3.0,90.4,268.45
2969,1163-VIPRI,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,0.0,65.0,109.3,7337.55
2970,2815-CPTUL,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1.0,5.0,70.25,331.9
2971,9348-ROUAI,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,0.0,59.0,90.3,5194.05
2972,9443-JUBUO,Male,Yes,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,0.0,72.0,65.25,4478.85
2973,0596-BQCEQ,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,62.0,100.15,6283.3
2974,1481-ZUWZA,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,0.0,28.0,94.5,2659.4
2975,3043-TYBNO,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,No,0.0,3.0,60.65,196.9
2976,4830-FAXFM,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,0.0,19.0,24.1,439.2
2977,5906-BFOZT,Male,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,0.0,1.0,19.5,19.5
2978,2960-NKRSO,Male,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,No,0.0,24.0,85.95,2107.15
2979,8996-ZROXE,Male,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,No,1.0,57.0,53.5,3035.8
2980,5598-IKHQQ,Female,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No,0.0,72.0,25.45,1866.45
2981,0397-ZXWQF,Male,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,0.0,67.0,20.5,1430.95
2982,5266-PFRQK,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),No,0.0,52.0,20.85,1071.6
2983,4674-HGNUA,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,0.0,71.0,89.9,6457.15
2984,6765-MBQNU,Female,Yes,No,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,No,0.0,26.0,26.0,684.05
2985,9786-IJYDL,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No,0.0,35.0,113.2,3914.05
2986,1303-SRDOK,Female,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,0.0,55.0,69.05,3842.6
2987,3769-MHZNV,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No,0.0,33.0,20.1,670.35
2988,6295-OSINB,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No,0.0,72.0,109.65,7880.25
2989,3308-MHOOC,Male,No,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,0.0,1.0,19.2,19.2
2990,2309-OSFEU,Male,No,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,Yes,0.0,10.0,33.9,298.45
2991,2207-QPJED,Female,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,No,1.0,37.0,90.0,3371.75
2992,4177-JPDFU,Male,No,No,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,No,0.0,12.0,34.0,442.45
2993,2239-CFOUJ,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,No,0.0,1.0,20.4,20.4
2994,8046-DNVTL,Male,Yes,No,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),No,0.0,62.0,38.6,2345.55
2995,2209-XADXF,Female,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,0.0,1.0,25.25,25.25
2996,6620-JDYNW,Female,No,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,0.0,18.0,60.6,1156.35
2997,1891-FZYSA,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,1.0,69.0,89.95,6143.15
2998,4770-UEZOX,Male,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,0.0,2.0,74.75,144.8
2999,1038-RQOST,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,19.0,20.6,414.95
3000,7613-LLQFO,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,0.0,12.0,84.45,1059.55
3001,4568-TTZRT,Male,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,0.0,9.0,20.4,181.8
3002,9513-DXHDA,Male,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,No,0.0,27.0,81.7,2212.55
3003,2640-PMGFL,Male,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,0.0,27.0,79.5,2180.55
3004,3801-HMYNL,Male,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,Yes,0.0,1.0,89.15,89.15
3005,0516-QREYC,Female,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,1.0,24.0,20.3,459.95
3006,9685-WKZGT,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1.0,14.0,74.95,1036.75
3007,6022-UGGSO,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1.0,32.0,74.4,2276.95
3008,8084-OIVBS,Female,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,No,0.0,11.0,20.0,211.95
3009,8896-BQTTI,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,0.0,1.0,25.0,25.0
3010,3865-QBWSJ,Male,No,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,1.0,38.0,80.45,3162.65
3011,3352-RICWQ,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,No,0.0,9.0,19.75,210.65
3012,2160-GPFXD,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),No,0.0,54.0,65.65,3566.7
3013,2065-MMKGR,Female,No,No,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No,0.0,29.0,71.0,2080.1
3014,5857-TYBCJ,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,No,1.0,44.0,89.2,4040.2
3015,1498-NHTLT,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,0.0,59.0,86.75,5186.0
3016,4484-CGXFK,Female,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,0.0,3.0,55.3,196.15
3017,1402-PTHGN,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,No,0.0,18.0,61.5,1087.45
3018,4176-RELJR,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),No,1.0,67.0,25.1,1672.15
3019,6214-EDAKZ,Female,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,Yes,0.0,22.0,55.15,1206.05
3020,5199-FPUSP,Male,No,Yes,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),No,0.0,33.0,34.05,1113.95
